iso_code,year,ft_tax_orig,ft_tax_final,_feature
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,3.115361951,,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
MEX,2015,,3.115361951,ft_tax
